,epoch,loss,accuracy,time
0,1,1.7917556762695312,0.16666666666666666,9.930154
1,2,1.7916407585144043,0.16666666666666666,0.099788
2,3,1.7915505170822144,0.16666666666666666,0.095643
3,4,1.7912338972091675,0.175,0.070075
4,5,1.7909873723983765,0.19166666666666668,0.080496
5,6,1.7907328605651855,0.225,0.069751
6,7,1.79011869430542,0.19166666666666668,0.080875
7,8,1.7893264293670654,0.24166666666666667,0.08026
8,9,1.7881807088851929,0.2833333333333333,0.075454
9,10,1.7871567010879517,0.2916666666666667,0.070144
10,11,1.7849595546722412,0.35,0.073338
11,12,1.783333659172058,0.36666666666666664,0.070173
12,13,1.7802302837371826,0.375,0.081622
13,14,1.776518702507019,0.45,0.081945
14,15,1.7717266082763672,0.43333333333333335,0.079389
15,16,1.764829397201538,0.49166666666666664,0.077849
16,17,1.7568514347076416,0.525,0.081678
17,18,1.7459170818328857,0.5,0.100191
18,19,1.7347891330718994,0.4666666666666667,0.097469
19,20,1.71689772605896,0.4583333333333333,0.099197
20,21,1.6971014738082886,0.48333333333333334,0.096676
21,22,1.6726195812225342,0.45,0.100186
22,23,1.6479887962341309,0.49166666666666664,0.093093
23,24,1.617241382598877,0.5083333333333333,0.099693
24,25,1.5876669883728027,0.5583333333333333,0.089596
25,26,1.5544012784957886,0.575,0.090174
26,27,1.5240281820297241,0.5833333333333334,0.097427
27,28,1.4977425336837769,0.625,0.106451
28,29,1.4521945714950562,0.7,0.099127
29,30,1.423168420791626,0.7083333333333334,0.094976
30,31,1.3896141052246094,0.7666666666666667,0.099987
31,32,1.3663386106491089,0.7916666666666666,0.100028
32,33,1.3278623819351196,0.7916666666666666,0.094725
33,34,1.30463445186615,0.8,0.090274
34,35,1.2750983238220215,0.85,0.100219
35,36,1.2638546228408813,0.85,0.102743
36,37,1.2373409271240234,0.8666666666666667,0.09323
37,38,1.2313624620437622,0.8916666666666667,0.09237
38,39,1.211988091468811,0.8916666666666667,0.10989
39,40,1.1956990957260132,0.95,0.099216
40,41,1.1930335760116577,0.925,0.098945
41,42,1.169689416885376,0.9416666666666667,0.100934
42,43,1.1555951833724976,0.9333333333333333,0.097443
43,44,1.14609956741333,0.9416666666666667,0.096831
44,45,1.14666748046875,0.9333333333333333,0.106853
45,46,1.1333197355270386,0.9333333333333333,0.110519
46,47,1.1281490325927734,0.95,0.113441
47,48,1.1145824193954468,0.9583333333333334,0.109534
48,49,1.1169346570968628,0.9333333333333333,0.105931
49,50,1.1119980812072754,0.95,0.11335
50,51,1.1142518520355225,0.9416666666666667,0.105822
51,52,1.100935459136963,0.9583333333333334,0.100697
52,53,1.094864010810852,0.95,0.100863
53,54,1.0986822843551636,0.9583333333333334,0.104391
54,55,1.1007637977600098,0.9583333333333334,0.114649
55,56,1.095674991607666,0.9583333333333334,0.111036
56,57,1.0796070098876953,0.975,0.119455
57,58,1.09657883644104,0.9666666666666667,0.113169
58,59,1.0795440673828125,0.975,0.107112
59,60,1.0829044580459595,0.975,0.101373
60,61,1.0817224979400635,0.9666666666666667,0.104522
61,62,1.0780421495437622,0.975,0.105316
62,63,1.0938458442687988,0.95,0.107377
63,64,1.0837502479553223,0.9583333333333334,0.100338
64,65,1.0747257471084595,0.975,0.097049
65,66,1.0923906564712524,0.95,0.104586
66,67,1.0752100944519043,0.975,0.103302
67,68,1.0797795057296753,0.9583333333333334,0.106495
68,69,1.0753281116485596,0.9666666666666667,0.119052
69,70,1.0696494579315186,0.975,0.114502
70,71,1.0715497732162476,0.975,0.123455
71,72,1.062813401222229,0.9916666666666667,0.103232
72,73,1.0664938688278198,0.9833333333333333,0.122576
73,74,1.0707817077636719,0.9833333333333333,0.104251
74,75,1.0761151313781738,0.975,0.108068
75,76,1.0721116065979004,0.975,0.100311
76,77,1.0664442777633667,0.9833333333333333,0.106615
77,78,1.0668132305145264,0.9833333333333333,0.109004
78,79,1.0607932806015015,0.9833333333333333,0.102683
79,80,1.0644917488098145,0.9833333333333333,0.110019
80,81,1.062333583831787,0.9916666666666667,0.092454
81,82,1.0668144226074219,0.9833333333333333,0.097365
82,83,1.083483338356018,0.9583333333333334,0.097892
83,84,1.0658880472183228,0.9833333333333333,0.111869
84,85,1.0710276365280151,0.9833333333333333,0.112172
85,86,1.070746898651123,0.9833333333333333,0.09898
86,87,1.069725751876831,0.9833333333333333,0.099796
87,88,1.0584996938705444,0.9833333333333333,0.105731
88,89,1.0599429607391357,0.9833333333333333,0.099909
89,90,1.066088318824768,0.9833333333333333,0.106664
90,91,1.0617190599441528,0.9833333333333333,0.099682
91,92,1.0644335746765137,0.9833333333333333,0.10767
92,93,1.0576972961425781,0.9916666666666667,0.108023
93,94,1.063099980354309,0.975,0.100857
94,95,1.0694706439971924,0.9666666666666667,0.098929
95,96,1.0578593015670776,0.9916666666666667,0.11568
96,97,1.0582846403121948,0.9916666666666667,0.132012
97,98,1.059715986251831,0.9916666666666667,0.10965
98,99,1.057152509689331,0.9916666666666667,0.106353
99,100,1.056160569190979,0.9916666666666667,0.120061
100,101,1.0576153993606567,0.9916666666666667,0.174853
101,102,1.0595662593841553,0.9833333333333333,0.131971
102,103,1.0548961162567139,0.9916666666666667,0.09935
103,104,1.0536432266235352,0.9916666666666667,0.095783
104,105,1.0569673776626587,0.9916666666666667,0.1101
105,106,1.0529893636703491,0.9916666666666667,0.093627
106,107,1.0537173748016357,0.9916666666666667,0.097656
107,108,1.0577894449234009,0.9833333333333333,0.096391
108,109,1.053885579109192,0.9916666666666667,0.095728
109,110,1.0559604167938232,0.9916666666666667,0.100814
110,111,1.0551646947860718,0.9916666666666667,0.103335
111,112,1.0548152923583984,0.9916666666666667,0.103042
112,113,1.0533998012542725,0.9916666666666667,0.100919
113,114,1.0550129413604736,0.9916666666666667,0.101876
114,115,1.0539649724960327,0.9916666666666667,0.123094
115,116,1.0530165433883667,0.9916666666666667,0.189655
116,117,1.052392840385437,0.9916666666666667,0.123896
117,118,1.0526707172393799,0.9916666666666667,0.103842
118,119,1.052918553352356,0.9916666666666667,0.15242
119,120,1.0540963411331177,0.9916666666666667,0.134406
120,121,1.0555346012115479,0.9916666666666667,0.137538
121,122,1.0554789304733276,0.9916666666666667,0.13561
122,123,1.0530577898025513,0.9916666666666667,0.130045
123,124,1.0545756816864014,0.9916666666666667,0.126117
124,125,1.0530564785003662,0.9916666666666667,0.128315
125,126,1.0541340112686157,0.9916666666666667,0.144924
126,127,1.0556906461715698,0.9916666666666667,0.145211
127,128,1.053375482559204,0.9916666666666667,0.182398
