,epoch,loss,accuracy,time
0,1,1.945887565612793,0.14285714285714285,2.784848
1,2,1.9457229375839233,0.14285714285714285,0.060532
2,3,1.9455276727676392,0.15,0.062716
3,4,1.9453246593475342,0.14285714285714285,0.058741
4,5,1.9449089765548706,0.15,0.052449
5,6,1.9443858861923218,0.16428571428571428,0.052536
6,7,1.9437063932418823,0.20714285714285716,0.056391
7,8,1.942777395248413,0.2642857142857143,0.051653
8,9,1.9416521787643433,0.35,0.071235
9,10,1.9398291110992432,0.42142857142857143,0.054558
10,11,1.937986969947815,0.5,0.055036
11,12,1.9355069398880005,0.5714285714285714,0.067355
12,13,1.9332598447799683,0.5571428571428572,0.047671
13,14,1.928741455078125,0.6214285714285714,0.06226
14,15,1.924899935722351,0.6571428571428571,0.056619
15,16,1.9193012714385986,0.6642857142857143,0.051514
16,17,1.911250352859497,0.7142857142857143,0.067155
17,18,1.9027191400527954,0.7714285714285715,0.060091
18,19,1.8953789472579956,0.7642857142857142,0.055781
19,20,1.8779457807540894,0.7785714285714286,0.050746
20,21,1.8631118535995483,0.7928571428571428,0.06419
21,22,1.8409262895584106,0.8,0.056061
22,23,1.8183650970458984,0.8,0.061306
23,24,1.788822054862976,0.8285714285714286,0.05116
24,25,1.7565948963165283,0.7857142857142857,0.061388
25,26,1.7206368446350098,0.7857142857142857,0.057511
26,27,1.6867966651916504,0.7928571428571428,0.052466
27,28,1.637571096420288,0.8142857142857143,0.04933
28,29,1.600938081741333,0.7785714285714286,0.054603
29,30,1.5680469274520874,0.7928571428571428,0.048083
30,31,1.5252946615219116,0.8357142857142857,0.060503
31,32,1.48081636428833,0.8714285714285714,0.054994
32,33,1.449220895767212,0.8857142857142857,0.0504
33,34,1.4140390157699585,0.9142857142857143,0.064281
34,35,1.3857097625732422,0.9357142857142857,0.057816
35,36,1.3506550788879395,0.95,0.05386
36,37,1.3270248174667358,0.9142857142857143,0.067046
37,38,1.3070322275161743,0.9285714285714286,0.063164
38,39,1.2861078977584839,0.9357142857142857,0.063971
39,40,1.278707504272461,0.95,0.05813
40,41,1.2538039684295654,0.9571428571428572,0.066882
41,42,1.2431074380874634,0.9714285714285714,0.059226
42,43,1.2511247396469116,0.95,0.064529
43,44,1.2285658121109009,0.9642857142857143,0.056666
44,45,1.229853868484497,0.9571428571428572,0.061585
45,46,1.217977523803711,0.9785714285714285,0.054975
46,47,1.2049213647842407,0.9857142857142858,0.04699
47,48,1.21841561794281,0.9642857142857143,0.063544
48,49,1.1952111721038818,0.9785714285714285,0.054466
49,50,1.191324234008789,0.9928571428571429,0.049642
50,51,1.1982840299606323,0.9785714285714285,0.054506
51,52,1.196427822113037,0.9857142857142858,0.063394
52,53,1.1954072713851929,0.9857142857142858,0.053596
53,54,1.1963145732879639,0.9714285714285714,0.062325
54,55,1.189016580581665,0.9857142857142858,0.052674
55,56,1.1832830905914307,0.9928571428571429,0.062362
56,57,1.184660792350769,0.9857142857142858,0.056487
57,58,1.184384822845459,0.9928571428571429,0.052377
58,59,1.1819231510162354,0.9857142857142858,0.053743
59,60,1.1806994676589966,0.9928571428571429,0.065416
60,61,1.183289885520935,0.9857142857142858,0.062209
61,62,1.1837085485458374,0.9857142857142858,0.055498
